iter	Logloss
237	0.3759091278
238	0.3758027736
239	0.3756493849
240	0.3754212502
241	0.3752380282
242	0.3750806594
243	0.3748568991
244	0.3748071781
245	0.374661348
246	0.3746553389
247	0.3745127639
248	0.3742827648
249	0.3742219228
250	0.3740153532
251	0.3739638285
252	0.3737937663
253	0.3736144759
254	0.3735231062
255	0.3733571631
256	0.3732943438
257	0.3731614085
258	0.372976171
259	0.3728248658
260	0.3727106267
261	0.3725067258
262	0.3723113705
263	0.3722418097
264	0.3720228787
265	0.3718802416
266	0.3717875371
267	0.371773482
268	0.371634903
269	0.3716217678
270	0.3714815645
271	0.3713477892
272	0.3712885574
273	0.3711014919
274	0.3709690866
275	0.3708071613
276	0.3706712525
277	0.3705730536
278	0.3704351417
279	0.3702677215
280	0.3701038996
281	0.370073869
282	0.3698903753
283	0.3697842722
284	0.3696397232
285	0.3694993873
286	0.369385105
287	0.3692858477
288	0.3691509861
289	0.3690428703
290	0.3689605473
291	0.3689054339
292	0.3688001334
293	0.3687334724
294	0.3686142745
295	0.3684606582
296	0.3683625743
297	0.3682736625
298	0.3681356586
299	0.3679947685
300	0.3678870312
301	0.3677653274
302	0.3676255891
303	0.3675480264
304	0.3673945753
305	0.3672917592
306	0.3671778875
307	0.3670688989
308	0.3669310965
309	0.3667766501
310	0.3666387592
311	0.366506697
312	0.3664033366
313	0.3663562346
314	0.3662677249
315	0.3662568825
316	0.3661408362
317	0.3660770425
318	0.3658832781
319	0.3658066963
320	0.3656913422
321	0.3656082473
322	0.365517839
323	0.3654011296
324	0.3652961834
325	0.3651693533
326	0.3650504284
327	0.365010761
328	0.3649231141
329	0.3648178473
330	0.3646996595
331	0.3646540205
332	0.3645285873
333	0.3644960081
334	0.3644356048
335	0.3643679029
336	0.36419766
337	0.3640864591
338	0.3639502453
339	0.3639237661
340	0.3638965746
341	0.3637864439
342	0.3636938063
343	0.3635909799
344	0.3634779473
345	0.3633631594
346	0.363246358
347	0.3631177223
348	0.3630592706
349	0.3629608826
350	0.3629286628
351	0.3629107205
352	0.36283624
353	0.3627195666
354	0.3626984228
355	0.3625393103
356	0.3624852881
357	0.3624020999
358	0.3623385618
359	0.3622635268
360	0.3622490171
361	0.3621767503
362	0.3620410567
363	0.3619301419
364	0.3619247657
365	0.3618748954
366	0.3617779595
367	0.36163144
368	0.3615511455
369	0.3614702747
370	0.3613688887
371	0.3612647496
372	0.3611957285
373	0.3610593137
374	0.3610323056
375	0.3609464684
376	0.3609409497
377	0.3608656663
378	0.3608112086
379	0.3607530055
380	0.360731883
381	0.3606894578
382	0.3605962145
383	0.3605295899
384	0.3605248876
385	0.3605182511
386	0.3604473127
387	0.3603769872
388	0.3603090591
389	0.3601644528
390	0.3600526945
391	0.3599314346
392	0.3598819801
393	0.3598802251
394	0.3598388277
395	0.3597674548
396	0.3596513141
397	0.3595207332
398	0.3594421432
399	0.3593733504
400	0.359282914
401	0.3592270172
402	0.3591537276
403	0.3590752986
404	0.359050794
405	0.3590161772
406	0.3590008817
407	0.3589156449
408	0.3588682574
409	0.3587822963
410	0.3587474108
411	0.3587482189
412	0.3586920942
413	0.3585892671
414	0.3585152995
415	0.3585108422
416	0.3584323796
417	0.3583569199
418	0.3582750389
419	0.3582002851
420	0.3581814909
421	0.3581692356
422	0.3581016336
423	0.3580367575
424	0.357975161
425	0.357845185
426	0.3577916867
427	0.3577286572
428	0.3576301591
429	0.357600776
430	0.3575568307
431	0.3574215512
432	0.3573278718
433	0.3572711432
434	0.3571690728
435	0.3571356181
436	0.3571259662
437	0.3570599425
438	0.3569593448
439	0.3568957816
440	0.356792054
441	0.3567334901
442	0.3566377154
443	0.3565375059
444	0.3564668707
445	0.3563897477
446	0.3563042486
447	0.3562213727
448	0.3562021888
449	0.3561622845
450	0.3560908837
451	0.3560543973
452	0.3560034908
453	0.3558623616
454	0.3558161441
455	0.355774808
456	0.3557590073
457	0.3557290253
458	0.3556735318
459	0.3556675553
460	0.3555499228
461	0.3555009923
462	0.3554239306
463	0.3553487788
464	0.3552579994
465	0.3551646094
466	0.3550815894
467	0.355036935
468	0.3550352032
469	0.3550117514
470	0.354919811
471	0.354822907
472	0.3548063537
473	0.3547562593
474	0.3546817308
475	0.3546386386
476	0.3545697238
477	0.3545005868
478	0.3544706514
479	0.3543676352
480	0.3542864285
481	0.3542401263
482	0.354167171
483	0.3541286879
484	0.3540858309
485	0.3540709709
486	0.3539968253
487	0.3539945742
488	0.3539175194
489	0.3538699097
490	0.3537933448
491	0.3537068454
492	0.3536515974
493	0.3535488334
494	0.3534666646
495	0.3534607181
496	0.3534370741
497	0.3534025002
498	0.3533338476
499	0.3532380689
500	0.3530870899
501	0.3530534702
502	0.3530389247
503	0.3530157897
504	0.3529487773
505	0.352873898
506	0.3528666536
507	0.3527929528
508	0.3527208648
509	0.3526808226
510	0.3526033514
511	0.3525333169
512	0.3525100777
513	0.3524315611
514	0.3523285654
515	0.352234865
516	0.3521814477
517	0.3521442594
518	0.3520413409
519	0.3519832878
520	0.3519375259
521	0.3518399841
522	0.3517945368
523	0.3517800684
524	0.3517246954
525	0.3516299245
526	0.3516113773
527	0.3515558765
528	0.3515048251
529	0.3514002132
530	0.3513412494
531	0.3513112199
532	0.3512477894
533	0.3511544873
534	0.3511219324
535	0.3510776262
536	0.3510304338
537	0.3509698985
538	0.3509443193
539	0.3508387892
540	0.3507535305
541	0.3506810449
542	0.3506619952
543	0.3506583352
544	0.3505760459
545	0.3505680487
546	0.3505305224
547	0.3505016504
548	0.3504769125
549	0.3503302534
550	0.3503293905
551	0.3502920958
552	0.3502921651
553	0.3502563816
554	0.3502128743
555	0.3501792159
556	0.3501121682
557	0.3500836053
558	0.3500170348
559	0.3499774148
560	0.3499347682
561	0.349918167
562	0.3499013994
563	0.3498340894
564	0.3497704493
565	0.3497683363
566	0.3497534536
567	0.349665553
568	0.3496472701
569	0.3496352624
570	0.3495767929
571	0.3495608162
572	0.3494939808
573	0.3494886857
574	0.3494097259
575	0.3493426602
576	0.3493225566
577	0.3492724713
578	0.3492197082
579	0.3491881355
580	0.3491878773
581	0.3490868142
582	0.3490111884
583	0.3489336939
584	0.3488787131
585	0.3488322412
586	0.3487624584
587	0.3486920395
588	0.3486428204
589	0.3486362508
590	0.3485952606
591	0.3485195072
592	0.3484501173
593	0.3484024604
594	0.348377931
595	0.3483082975
596	0.3483034402
597	0.3482264081
598	0.3481831494
599	0.3481217777
600	0.3480980487
601	0.3480589898
602	0.3480212837
603	0.3479779025
604	0.3479567915
605	0.3479243034
606	0.3479139637
607	0.3478551157
608	0.3477953218
609	0.3477864084
610	0.3477052281
611	0.3476371457
612	0.3476354764
613	0.3475918451
614	0.3475916885
615	0.3475620815
616	0.3475177867
617	0.3474937017
618	0.3474243498
619	0.3473919509
620	0.3473333267
621	0.3473146954
622	0.3472741206
623	0.3472379673
624	0.3471901049
625	0.3471547295
626	0.3471109142
627	0.3470517768
628	0.347013368
629	0.347013114
630	0.3469507809
631	0.3468345906
632	0.3467971639
633	0.3467507085
634	0.3467121361
635	0.3466751103
636	0.3466593527
637	0.3466395544
638	0.3466274347
639	0.3465472272
640	0.3464939943
641	0.3464836036
642	0.3464723094
643	0.3464126168
644	0.346338065
645	0.3462645488
646	0.3461968421
647	0.3461469236
648	0.3460882965
649	0.3460108751
650	0.3459846215
651	0.345940056
652	0.3459043061
653	0.3459033018
654	0.3458958263
655	0.3458085717
656	0.3457467553
657	0.3456660827
658	0.3456624693
659	0.345604408
660	0.3455425415
661	0.3455206329
662	0.3454899426
663	0.3454398867
664	0.3454265859
665	0.3453461482
666	0.3452396341
667	0.3452395649
668	0.3452074768
669	0.3451613958
670	0.3451244501
671	0.3450885951
672	0.3450757452
673	0.3450205196
674	0.3449877029
675	0.3449868717
676	0.3449614114
677	0.3449211368
678	0.344873187
679	0.3448288218
680	0.344808027
681	0.3447786592
682	0.344775118
683	0.3447406094
684	0.3447402483
685	0.3447292395
686	0.3446722414
687	0.3446727612
688	0.3446553806
689	0.3445964565
690	0.3445447515
691	0.3444660565
692	0.3444188623
693	0.3443895502
694	0.3443259137
695	0.3442944148
696	0.3442509173
697	0.3442395403
698	0.3441684825
699	0.3441188974
700	0.3440922403
701	0.3440869906
702	0.3440379001
703	0.3439937731
704	0.3439472478
705	0.3439392647
706	0.3438692322
707	0.3438325834
708	0.343789495
709	0.3437679761
710	0.3437547795
711	0.3437086003
712	0.3436498592
713	0.3436011643
714	0.3435448022
715	0.3434904376
716	0.3434539515
717	0.3433996584
718	0.3433745296
719	0.3433287138
720	0.3433009484
721	0.3432750927
722	0.3432200768
723	0.3431762151
724	0.3431264486
725	0.3430596675
726	0.3430096665
727	0.3429722518
728	0.3429376562
729	0.3428756735
730	0.342834186
731	0.3427797016
732	0.3427159596
733	0.3427071466
734	0.3426534486
735	0.3426092631
736	0.3425308224
737	0.3425162989
738	0.3424834007
739	0.342439996
740	0.3423784364
741	0.3423617318
742	0.342322615
743	0.3422623653
744	0.3422389253
745	0.3421963533
746	0.3421823446
747	0.3421188244
748	0.3420506339
749	0.3420213255
750	0.3419854609
751	0.3419592413
752	0.3418968351
753	0.341890618
754	0.3418761459
755	0.3418131289
756	0.3417814439
757	0.3417064251
758	0.3416460692
759	0.3415728966
760	0.3415313972
761	0.3415001912
762	0.3414403642
763	0.3414141477
764	0.3413908955
765	0.3413331508
766	0.3412872847
767	0.3412525325
768	0.3412228146
769	0.3411938102
770	0.3411456844
771	0.3410959904
772	0.3410710265
773	0.3410253694
774	0.3409796179
775	0.340883138
776	0.3408152905
777	0.3407581192
778	0.3407215402
779	0.3406593519
780	0.3406125498
781	0.3405431052
782	0.340518857
783	0.3404714232
784	0.3404281759
785	0.3403957264
786	0.3403406293
787	0.3403187554
788	0.3402911651
789	0.3402622458
790	0.3402040781
791	0.3401702347
792	0.3401469754
793	0.3400980328
794	0.3400675327
795	0.3400052346
796	0.3399458007
797	0.3399456474
798	0.339928318
799	0.3398914776
800	0.3398468344
801	0.3397757113
802	0.339770127
803	0.3397612254
804	0.3397543291
805	0.3397044389
806	0.3396525073
807	0.3396042613
808	0.3395792664
809	0.3395387522
810	0.339503439
811	0.339457372
812	0.3394061012
813	0.3393547107
814	0.3393272708
815	0.3393027126
816	0.3392619026
817	0.3392166018
818	0.3391633575
819	0.3391171676
820	0.3390612041
821	0.3390051838
822	0.3389876057
823	0.3389636197
824	0.3389405497
825	0.338882024
826	0.3388689296
827	0.3388386396
828	0.338798788
829	0.3387776352
830	0.3387247583
831	0.3386685761
832	0.3386289752
833	0.3385834803
834	0.3385557796
835	0.3385303846
836	0.338474141
837	0.3384279938
838	0.3383877834
839	0.3383570515
840	0.3383244235
841	0.3382841167
842	0.3382838938
843	0.3382589876
844	0.3382087597
845	0.3381536917
846	0.3380945035
847	0.3380648804
848	0.3380463544
849	0.3380051572
850	0.3379629933
851	0.3379177111
852	0.3378926693
853	0.3378545317
854	0.3378234596
855	0.3377911019
856	0.3377509615
857	0.3376927809
858	0.3376644562
859	0.3376118763
860	0.3375672982
861	0.337529932
862	0.3374974501
863	0.3374722236
864	0.3374353291
865	0.3373958368
866	0.3373583177
867	0.3373193175
868	0.3372767483
869	0.3372206541
870	0.3371381801
871	0.3370888952
872	0.3370603516
873	0.3370195224
874	0.3369684905
875	0.3369153422
876	0.3368909826
877	0.3368585072
878	0.3368310853
879	0.336797077
880	0.3367761861
881	0.3367424663
882	0.3367323415
883	0.336696265
884	0.3366595159
885	0.3365980621
886	0.3365702426
887	0.3365462024
888	0.3365110618
889	0.3364657308
890	0.3364307252
891	0.3363794236
892	0.3363533965
893	0.3363295033
894	0.3362839513
895	0.336248483
896	0.336211484
897	0.3361694512
898	0.3361286458
899	0.3360949763
900	0.3360615219
901	0.3360215521
902	0.3359619216
903	0.3359139546
904	0.3358962528
905	0.3358739522
906	0.3358385202
907	0.3358056333
908	0.3357573494
909	0.3357190302
910	0.3356743526
911	0.3356386423
912	0.335621407
913	0.3355790422
914	0.3355533679
915	0.3355374197
916	0.3354924475
917	0.335454227
918	0.3354224419
919	0.3353861508
920	0.3353682074
921	0.3353371509
922	0.3352923226
923	0.3352626489
924	0.3352329885
925	0.3351952719
926	0.33516271
927	0.3351024303
928	0.3350537802
929	0.3350523872
930	0.3350292632
931	0.3349857523
932	0.3349422418
933	0.334901364
934	0.334871471
935	0.3348412168
936	0.3348078471
937	0.3347697879
938	0.3347420092
939	0.3347114658
940	0.334675243
941	0.3346301007
942	0.3345863473
943	0.3345416948
944	0.3344989763
945	0.3344521702
946	0.3344288752
947	0.3343956218
948	0.3343495777
949	0.3343164693
950	0.3342856137
951	0.3342496961
952	0.3342176037
953	0.3341833207
954	0.3341440168
955	0.3341156412
956	0.3340866019
957	0.3340564209
958	0.3340159524
959	0.3339878757
960	0.3339401644
961	0.3339200112
962	0.3338937728
963	0.3338542066
964	0.3338263638
965	0.3338004804
966	0.3337872395
967	0.3337433428
968	0.3337322775
969	0.3337037995
970	0.3336589588
971	0.3336327907
972	0.3335918891
973	0.3335831934
974	0.3335456528
975	0.3335155567
976	0.3334780003
977	0.3334344235
978	0.3334061341
979	0.333374276
980	0.333347249
981	0.3333264895
982	0.333302169
983	0.3332792353
984	0.3332595661
985	0.33325016
986	0.333207961
987	0.3331779713
988	0.333133234
989	0.3331054957
990	0.3330841284
991	0.3330484849
992	0.3330034619
993	0.3329715237
994	0.3329284641
995	0.3329040004
996	0.3328743237
997	0.3328296127
998	0.3328071441
999	0.3327689028
